,IDCliente,Produto Alacarte,Churn,NPS,Média desconto fatura 3M
39324,39325,MAX,Não,Promotor,11.6
39325,39326,MAX,Não,Detrator,18.14
39326,39327,Disney,Não,Detrator,28.1
39327,39328,Prime,Não,Detrator,15.48
39328,39329,Netflix,Não,Neutro,26.02
39329,39330,Prime,Não,Promotor,27.98
39330,39331,MAX,Sim,Detrator,15.39
39331,39332,MAX,Sim,Promotor,18.04
39332,39333,Globoplay,Sim,Detrator,22.75
39333,39334,Netflix,Não,Neutro,27.2
39334,39335,Prime,Não,Promotor,21.45
39335,39336,Prime,Não,Neutro,18.71
39336,39337,MAX,Sim,Promotor,26.0
39337,39338,Disney,Não,Promotor,23.2
39338,39339,Globoplay,Não,Promotor,19.1
39339,39340,Globoplay,Sim,Promotor,11.53
39340,39341,Globoplay,Não,Neutro,23.32
39341,39342,MAX,Sim,Promotor,16.73
39342,39343,MAX,Não,Promotor,24.83
39343,39344,Disney,Sim,Promotor,19.18
39344,39345,Prime,Não,Detrator,17.98
39345,39346,Disney,Não,Neutro,22.51
39346,39347,MAX,Não,Detrator,18.97
39347,39348,Globoplay,Sim,Promotor,13.58
39348,39349,MAX,Não,Neutro,17.58
39349,39350,Disney,Sim,Promotor,23.21
39350,39351,Disney,Não,Promotor,26.9
39351,39352,Netflix,Sim,Neutro,16.98
39352,39353,Netflix,Sim,Neutro,19.4
39353,39354,Disney,Não,Detrator,10.83
39354,39355,Disney,Não,Promotor,27.34
39355,39356,Disney,Não,Detrator,27.63
39356,39357,Netflix,Sim,Neutro,21.6
39357,39358,Disney,Não,Detrator,18.41
39358,39359,Netflix,Não,Promotor,29.54
39359,39360,Disney,Não,Detrator,18.95
39360,39361,Globoplay,Não,Detrator,21.14
39361,39362,Globoplay,Sim,Detrator,15.86
39362,39363,Globoplay,Sim,Promotor,11.32
39363,39364,Globoplay,Não,Promotor,13.19
39364,39365,Prime,Não,Detrator,12.81
39365,39366,Prime,Não,Neutro,10.8
39366,39367,Globoplay,Não,Promotor,28.11
39367,39368,Globoplay,Não,Promotor,20.74
39368,39369,Prime,Não,Neutro,24.3
39369,39370,Globoplay,Não,Promotor,27.18
39370,39371,Disney,Não,Promotor,22.79
39371,39372,MAX,Não,Promotor,14.89
39372,39373,Disney,Não,Promotor,16.45
39373,39374,Prime,Sim,Promotor,17.39
39374,39375,Netflix,Não,Neutro,24.73
39375,39376,Disney,Não,Detrator,17.37
39376,39377,Netflix,Não,Detrator,28.31
39377,39378,Prime,Não,Promotor,15.53
39378,39379,Disney,Sim,Neutro,22.25
39379,39380,MAX,Sim,Promotor,19.12
39380,39381,Prime,Não,Neutro,23.42
39381,39382,Prime,Não,Promotor,15.45
39382,39383,Prime,Sim,Promotor,21.93
39383,39384,MAX,Não,Detrator,15.24
39384,39385,Netflix,Não,Promotor,11.59
39385,39386,Disney,Não,Detrator,25.96
39386,39387,MAX,Não,Promotor,24.39
39387,39388,Globoplay,Não,Promotor,28.13
39388,39389,Prime,Não,Neutro,14.91
39389,39390,MAX,Não,Neutro,10.37
39390,39391,Prime,Não,Promotor,18.76
39391,39392,Globoplay,Não,Neutro,18.52
39392,39393,Prime,Não,Promotor,26.11
39393,39394,Globoplay,Sim,Promotor,12.23
39394,39395,Globoplay,Não,Detrator,17.03
39395,39396,Globoplay,Não,Detrator,29.22
39396,39397,Globoplay,Não,Promotor,26.24
39397,39398,Globoplay,Não,Promotor,25.97
39398,39399,MAX,Sim,Detrator,14.9
39399,39400,MAX,Sim,Promotor,18.7
39400,39401,Globoplay,Não,Detrator,18.38
39401,39402,Disney,Não,Promotor,12.55
39402,39403,Globoplay,Não,Promotor,29.1
39403,39404,MAX,Não,Neutro,20.39
39404,39405,Globoplay,Não,Detrator,19.18
39405,39406,Netflix,Sim,Promotor,22.68
39406,39407,Globoplay,Não,Promotor,14.71
39407,39408,Netflix,Não,Promotor,13.03
39408,39409,MAX,Não,Promotor,21.41
39409,39410,MAX,Não,Promotor,17.48
39410,39411,Disney,Sim,Promotor,26.4
39411,39412,Disney,Sim,Neutro,29.5
39412,39413,Netflix,Não,Promotor,24.49
39413,39414,Prime,Não,Promotor,17.62
39414,39415,Disney,Não,Promotor,26.74
39415,39416,Disney,Não,Detrator,13.43
39416,39417,Prime,Não,Neutro,24.35
39417,39418,Disney,Sim,Neutro,28.7
39418,39419,Netflix,Sim,Detrator,26.71
39419,39420,Globoplay,Não,Neutro,19.91
39420,39421,Netflix,Sim,Detrator,17.65
39421,39422,MAX,Não,Detrator,25.81
39422,39423,MAX,Não,Promotor,18.4
39423,39424,MAX,Não,Promotor,28.42
39424,39425,Netflix,Não,Promotor,23.53
39425,39426,MAX,Não,Promotor,19.97
39426,39427,Netflix,Não,Detrator,27.58
39427,39428,MAX,Não,Promotor,24.72
39428,39429,MAX,Não,Neutro,18.4
39429,39430,Globoplay,Não,Promotor,29.89
39430,39431,MAX,Não,Promotor,10.55
39431,39432,Globoplay,Não,Promotor,14.05
39432,39433,Globoplay,Sim,Neutro,12.24
39433,39434,Netflix,Sim,Promotor,10.29
39434,39435,Disney,Não,Detrator,27.34
39435,39436,MAX,Sim,Promotor,22.54
39436,39437,Globoplay,Sim,Neutro,17.52
39437,39438,Netflix,Não,Promotor,15.61
39438,39439,Disney,Sim,Promotor,28.43
39439,39440,Prime,Não,Detrator,11.38
39440,39441,Netflix,Não,Detrator,25.14
39441,39442,MAX,Sim,Promotor,19.78
39442,39443,MAX,Não,Neutro,24.42
39443,39444,Globoplay,Não,Promotor,22.86
39444,39445,Prime,Não,Neutro,20.2
39445,39446,MAX,Não,Neutro,15.92
39446,39447,Prime,Sim,Promotor,11.28
39447,39448,MAX,Não,Promotor,21.42
39448,39449,MAX,Não,Promotor,10.61
39449,39450,Disney,Não,Promotor,14.38
39450,39451,Disney,Sim,Detrator,20.31
39451,39452,Globoplay,Não,Promotor,17.42
39452,39453,Disney,Não,Neutro,22.21
39453,39454,MAX,Sim,Promotor,11.65
39454,39455,Prime,Não,Detrator,16.34
39455,39456,Globoplay,Não,Neutro,18.2
39456,39457,Disney,Não,Detrator,14.14
39457,39458,Prime,Não,Detrator,15.12
39458,39459,Prime,Não,Neutro,15.26
39459,39460,Globoplay,Sim,Detrator,19.76
39460,39461,Netflix,Sim,Neutro,21.04
39461,39462,Prime,Não,Promotor,20.18
39462,39463,Prime,Não,Neutro,25.17
39463,39464,Prime,Não,Neutro,19.97
39464,39465,Prime,Sim,Neutro,27.4
39465,39466,MAX,Não,Promotor,22.26
39466,39467,Disney,Não,Promotor,28.46
39467,39468,Disney,Não,Detrator,13.38
39468,39469,Disney,Não,Neutro,19.33
39469,39470,Disney,Sim,Promotor,13.12
39470,39471,Disney,Não,Neutro,28.93
39471,39472,MAX,Não,Detrator,26.93
39472,39473,Prime,Não,Neutro,17.3
39473,39474,Globoplay,Não,Promotor,11.49
39474,39475,Prime,Não,Promotor,19.55
39475,39476,Netflix,Não,Neutro,12.6
39476,39477,Prime,Não,Promotor,23.98
39477,39478,Prime,Não,Promotor,15.31
39478,39479,MAX,Não,Promotor,24.25
39479,39480,Disney,Sim,Promotor,13.01
39480,39481,Prime,Sim,Promotor,26.44
39481,39482,Globoplay,Sim,Promotor,29.11
39482,39483,MAX,Não,Neutro,14.86
39483,39484,Netflix,Não,Detrator,18.71
39484,39485,Globoplay,Não,Neutro,27.32
39485,39486,Prime,Não,Neutro,18.26
39486,39487,MAX,Sim,Detrator,12.23
39487,39488,MAX,Não,Promotor,16.23
39488,39489,MAX,Não,Promotor,17.14
39489,39490,MAX,Sim,Promotor,15.55
39490,39491,Prime,Não,Promotor,25.06
39491,39492,MAX,Não,Detrator,22.16
39492,39493,Netflix,Não,Neutro,21.62
39493,39494,Globoplay,Não,Promotor,10.07
39494,39495,Netflix,Não,Detrator,21.16
39495,39496,Netflix,Não,Neutro,11.3
39496,39497,Netflix,Sim,Detrator,11.37
39497,39498,Globoplay,Não,Detrator,26.9
39498,39499,Prime,Não,Neutro,16.81
39499,39500,MAX,Não,Promotor,16.77
39500,39501,Prime,Não,Detrator,27.2
39501,39502,Prime,Sim,Promotor,27.26
39502,39503,Globoplay,Não,Promotor,12.52
39503,39504,Netflix,Não,Detrator,18.12
39504,39505,MAX,Não,Promotor,25.81
39505,39506,Prime,Não,Neutro,13.98
39506,39507,Prime,Não,Promotor,27.09
39507,39508,Netflix,Sim,Promotor,27.44
39508,39509,MAX,Sim,Promotor,26.61
39509,39510,MAX,Não,Promotor,23.57
39510,39511,Netflix,Não,Promotor,18.02
39511,39512,Disney,Sim,Detrator,18.64
39512,39513,Netflix,Não,Neutro,17.18
39513,39514,Globoplay,Sim,Promotor,21.89
39514,39515,Prime,Sim,Promotor,22.82
39515,39516,Prime,Não,Neutro,29.76
39516,39517,Globoplay,Sim,Promotor,14.66
39517,39518,MAX,Sim,Neutro,14.53
39518,39519,MAX,Não,Detrator,19.07
39519,39520,Netflix,Não,Neutro,13.59
39520,39521,Disney,Não,Neutro,12.03
39521,39522,Netflix,Não,Promotor,17.84
39522,39523,MAX,Sim,Promotor,23.03
39523,39524,Netflix,Não,Promotor,15.84
39524,39525,Disney,Não,Detrator,23.42
39525,39526,Globoplay,Não,Neutro,18.56
39526,39527,Disney,Não,Neutro,15.35
39527,39528,Prime,Não,Detrator,25.48
39528,39529,Disney,Não,Promotor,16.03
39529,39530,Netflix,Não,Promotor,18.72
39530,39531,Globoplay,Não,Promotor,25.92
39531,39532,Prime,Não,Promotor,16.24
39532,39533,Globoplay,Sim,Neutro,27.83
39533,39534,Netflix,Não,Promotor,23.64
39534,39535,Disney,Sim,Promotor,27.27
39535,39536,Prime,Não,Neutro,15.27
39536,39537,MAX,Sim,Promotor,21.47
39537,39538,Disney,Sim,Detrator,10.93
39538,39539,Disney,Não,Promotor,11.4
39539,39540,Prime,Não,Promotor,25.07
39540,39541,Disney,Sim,Neutro,21.02
39541,39542,Disney,Sim,Promotor,22.92
39542,39543,Prime,Não,Neutro,13.39
39543,39544,Disney,Sim,Promotor,20.42
39544,39545,Prime,Não,Detrator,29.68
39545,39546,Globoplay,Não,Detrator,16.95
39546,39547,Prime,Não,Promotor,27.84
39547,39548,Prime,Sim,Promotor,24.19
39548,39549,Prime,Não,Promotor,11.73
39549,39550,Netflix,Não,Promotor,13.04
39550,39551,MAX,Sim,Promotor,11.62
39551,39552,Globoplay,Sim,Promotor,13.23
39552,39553,Disney,Não,Promotor,10.03
39553,39554,MAX,Não,Neutro,15.52
39554,39555,Disney,Não,Detrator,20.97
39555,39556,Prime,Sim,Neutro,22.85
39556,39557,Netflix,Não,Promotor,27.7
39557,39558,Globoplay,Não,Neutro,19.96
39558,39559,Prime,Não,Detrator,26.8
39559,39560,Disney,Não,Promotor,26.88
39560,39561,Netflix,Sim,Promotor,22.79
39561,39562,MAX,Não,Neutro,13.67
39562,39563,MAX,Não,Promotor,20.76
39563,39564,Disney,Não,Detrator,24.19
39564,39565,MAX,Sim,Detrator,28.55
39565,39566,Netflix,Não,Neutro,14.91
39566,39567,Netflix,Sim,Promotor,27.84
39567,39568,Netflix,Não,Detrator,19.16
39568,39569,Netflix,Sim,Detrator,29.43
39569,39570,Disney,Não,Neutro,29.14
39570,39571,Disney,Não,Promotor,12.78
39571,39572,Globoplay,Sim,Neutro,23.9
39572,39573,Disney,Não,Promotor,15.29
39573,39574,Prime,Não,Promotor,27.88
39574,39575,Disney,Não,Promotor,13.66
39575,39576,Prime,Não,Neutro,20.85
39576,39577,MAX,Não,Promotor,13.89
39577,39578,MAX,Não,Promotor,15.18
39578,39579,MAX,Não,Promotor,23.86
39579,39580,Disney,Sim,Promotor,27.24
39580,39581,MAX,Não,Neutro,17.6
39581,39582,Disney,Não,Promotor,25.11
39582,39583,Netflix,Não,Detrator,11.17
39583,39584,Globoplay,Não,Promotor,14.76
39584,39585,Netflix,Não,Detrator,19.39
39585,39586,Netflix,Não,Promotor,20.93
39586,39587,Globoplay,Não,Detrator,22.58
39587,39588,Disney,Não,Detrator,13.15
39588,39589,Globoplay,Sim,Detrator,14.72
39589,39590,MAX,Não,Promotor,18.41
39590,39591,Globoplay,Sim,Neutro,11.57
39591,39592,Globoplay,Não,Promotor,11.63
39592,39593,Prime,Não,Detrator,24.49
39593,39594,MAX,Não,Promotor,22.63
39594,39595,Netflix,Sim,Neutro,17.49
39595,39596,Netflix,Não,Promotor,13.43
39596,39597,Netflix,Não,Promotor,27.25
39597,39598,Globoplay,Não,Promotor,18.76
39598,39599,Prime,Não,Promotor,22.45
39599,39600,Globoplay,Não,Promotor,28.36
39600,39601,Disney,Sim,Neutro,14.49
39601,39602,Disney,Sim,Promotor,13.0
39602,39603,Netflix,Não,Detrator,19.27
39603,39604,Globoplay,Sim,Promotor,25.94
39604,39605,Prime,Não,Promotor,22.8
39605,39606,Disney,Não,Neutro,23.81
39606,39607,MAX,Sim,Promotor,26.05
39607,39608,Globoplay,Sim,Neutro,14.62
39608,39609,Globoplay,Não,Neutro,20.06
39609,39610,Netflix,Não,Detrator,23.3
39610,39611,Globoplay,Não,Promotor,10.25
39611,39612,MAX,Sim,Promotor,18.18
39612,39613,Netflix,Não,Promotor,15.38
39613,39614,Disney,Não,Promotor,14.21
39614,39615,MAX,Sim,Promotor,23.06
39615,39616,MAX,Não,Promotor,17.02
39616,39617,Globoplay,Não,Detrator,28.41
39617,39618,Netflix,Não,Neutro,10.64
39618,39619,Disney,Não,Neutro,27.09
39619,39620,Disney,Não,Detrator,27.32
39620,39621,Netflix,Sim,Promotor,26.38
39621,39622,Globoplay,Sim,Detrator,20.42
39622,39623,MAX,Não,Promotor,14.83
39623,39624,MAX,Não,Detrator,26.07
39624,39625,Netflix,Sim,Promotor,24.43
39625,39626,Prime,Sim,Neutro,13.44
39626,39627,Netflix,Não,Detrator,29.33
39627,39628,Globoplay,Não,Promotor,16.15
39628,39629,MAX,Não,Promotor,12.77
39629,39630,Netflix,Não,Promotor,25.03
39630,39631,MAX,Não,Neutro,23.11
39631,39632,Globoplay,Sim,Neutro,12.6
39632,39633,Globoplay,Não,Promotor,22.05
39633,39634,Globoplay,Não,Detrator,18.03
39634,39635,Prime,Sim,Promotor,19.42
39635,39636,Prime,Não,Neutro,29.24
39636,39637,Prime,Não,Neutro,11.34
39637,39638,Netflix,Sim,Neutro,13.37
39638,39639,MAX,Não,Promotor,11.02
39639,39640,MAX,Não,Detrator,15.12
39640,39641,Netflix,Sim,Promotor,15.03
39641,39642,Prime,Não,Promotor,12.57
39642,39643,Prime,Não,Promotor,19.17
39643,39644,Globoplay,Não,Promotor,22.82
39644,39645,Globoplay,Sim,Promotor,19.26
39645,39646,Disney,Não,Promotor,16.93
39646,39647,Disney,Não,Promotor,13.3
39647,39648,Netflix,Não,Promotor,24.48
39648,39649,Netflix,Não,Promotor,15.23
39649,39650,Globoplay,Não,Neutro,28.01
39650,39651,Disney,Não,Detrator,29.23
39651,39652,MAX,Sim,Promotor,11.42
39652,39653,MAX,Não,Neutro,18.43
39653,39654,Prime,Não,Promotor,14.28
39654,39655,Disney,Não,Promotor,26.26
39655,39656,Globoplay,Não,Promotor,23.0
39656,39657,Globoplay,Não,Promotor,27.57
39657,39658,MAX,Não,Promotor,12.23
39658,39659,Disney,Não,Neutro,16.83
39659,39660,Prime,Não,Promotor,19.16
39660,39661,Prime,Sim,Detrator,12.79
39661,39662,Netflix,Não,Detrator,17.23
39662,39663,Disney,Não,Promotor,15.35
39663,39664,Prime,Não,Detrator,18.96
39664,39665,Disney,Não,Detrator,25.19
39665,39666,MAX,Não,Promotor,26.29
39666,39667,MAX,Não,Neutro,22.94
39667,39668,Globoplay,Não,Promotor,19.71
39668,39669,Netflix,Não,Detrator,13.76
39669,39670,Netflix,Não,Neutro,29.96
39670,39671,Prime,Não,Promotor,25.35
39671,39672,MAX,Sim,Neutro,29.14
39672,39673,Netflix,Não,Promotor,16.66
39673,39674,Disney,Sim,Promotor,17.93
39674,39675,Disney,Não,Neutro,19.22
39675,39676,Disney,Não,Detrator,19.05
39676,39677,Prime,Sim,Detrator,19.14
39677,39678,Prime,Sim,Promotor,17.78
39678,39679,Prime,Não,Promotor,22.92
39679,39680,Netflix,Não,Promotor,13.29
39680,39681,Disney,Não,Promotor,21.9
39681,39682,Globoplay,Não,Neutro,21.31
39682,39683,Globoplay,Não,Neutro,11.62
39683,39684,Globoplay,Não,Detrator,21.27
39684,39685,Netflix,Sim,Neutro,21.02
39685,39686,Netflix,Sim,Promotor,24.06
39686,39687,Disney,Sim,Promotor,11.84
39687,39688,MAX,Não,Promotor,27.2
39688,39689,Prime,Não,Promotor,29.2
39689,39690,Netflix,Não,Promotor,17.22
39690,39691,Netflix,Não,Promotor,16.85
39691,39692,Netflix,Sim,Promotor,11.1
39692,39693,MAX,Não,Promotor,24.78
39693,39694,Globoplay,Não,Promotor,29.11
39694,39695,Disney,Não,Neutro,14.87
39695,39696,Globoplay,Não,Neutro,11.9
39696,39697,Netflix,Não,Promotor,23.51
39697,39698,Prime,Não,Promotor,25.94
39698,39699,Globoplay,Não,Detrator,28.5
39699,39700,Prime,Sim,Promotor,16.95
39700,39701,Prime,Sim,Neutro,25.77
39701,39702,Prime,Não,Detrator,12.21
39702,39703,MAX,Sim,Promotor,28.17
39703,39704,Globoplay,Não,Detrator,16.75
39704,39705,MAX,Sim,Neutro,23.65
39705,39706,Globoplay,Sim,Neutro,10.21
39706,39707,Prime,Não,Promotor,22.36
39707,39708,Netflix,Não,Promotor,24.01
39708,39709,Prime,Sim,Promotor,18.95
39709,39710,Prime,Não,Promotor,13.42
39710,39711,Globoplay,Não,Promotor,29.8
39711,39712,Disney,Não,Promotor,28.91
39712,39713,Netflix,Sim,Promotor,11.93
39713,39714,MAX,Não,Promotor,16.63
39714,39715,Globoplay,Não,Neutro,17.62
39715,39716,MAX,Não,Neutro,26.35
39716,39717,MAX,Não,Detrator,12.84
39717,39718,Globoplay,Não,Promotor,18.49
39718,39719,Globoplay,Não,Promotor,24.09
39719,39720,MAX,Não,Neutro,22.19
39720,39721,Disney,Não,Promotor,22.11
39721,39722,Prime,Não,Detrator,11.62
39722,39723,Netflix,Sim,Detrator,15.12
39723,39724,Globoplay,Não,Detrator,24.49
39724,39725,Netflix,Sim,Detrator,16.77
39725,39726,Disney,Não,Promotor,19.36
39726,39727,MAX,Não,Promotor,21.66
39727,39728,Globoplay,Não,Promotor,20.05
39728,39729,Disney,Não,Promotor,10.96
39729,39730,MAX,Sim,Neutro,20.79
39730,39731,Prime,Sim,Promotor,25.16
39731,39732,Globoplay,Sim,Detrator,15.43
39732,39733,Netflix,Não,Promotor,28.79
39733,39734,Disney,Não,Promotor,20.7
39734,39735,Prime,Não,Neutro,16.94
39735,39736,Prime,Não,Detrator,26.9
39736,39737,Globoplay,Não,Promotor,26.88
39737,39738,MAX,Não,Promotor,26.38
39738,39739,Disney,Não,Detrator,13.82
39739,39740,Prime,Sim,Detrator,17.55
39740,39741,Prime,Sim,Promotor,14.61
39741,39742,Prime,Não,Detrator,17.87
39742,39743,MAX,Não,Promotor,11.17
39743,39744,Prime,Não,Neutro,20.94
39744,39745,Netflix,Sim,Promotor,18.7
39745,39746,Netflix,Sim,Neutro,22.33
39746,39747,Prime,Sim,Detrator,22.49
39747,39748,Globoplay,Não,Neutro,17.41
39748,39749,MAX,Não,Detrator,13.54
39749,39750,Disney,Sim,Neutro,11.01
39750,39751,Disney,Sim,Neutro,17.22
39751,39752,Disney,Não,Detrator,12.31
39752,39753,Disney,Não,Promotor,17.02
39753,39754,Netflix,Não,Promotor,20.92
39754,39755,Disney,Não,Neutro,28.77
39755,39756,Globoplay,Sim,Detrator,22.7
39756,39757,Prime,Não,Detrator,27.74
39757,39758,Prime,Não,Promotor,10.96
39758,39759,Disney,Não,Promotor,25.41
39759,39760,Prime,Não,Neutro,12.91
39760,39761,MAX,Não,Detrator,25.99
39761,39762,Netflix,Não,Detrator,12.3
39762,39763,Netflix,Não,Neutro,16.84
39763,39764,Prime,Não,Neutro,16.79
39764,39765,Disney,Não,Neutro,10.4
39765,39766,Globoplay,Não,Promotor,17.29
39766,39767,Prime,Não,Neutro,28.4
39767,39768,Netflix,Não,Neutro,24.9
39768,39769,Globoplay,Sim,Promotor,19.01
39769,39770,MAX,Não,Neutro,29.96
39770,39771,Netflix,Sim,Neutro,15.52
39771,39772,Prime,Não,Promotor,12.2
39772,39773,Disney,Sim,Neutro,12.29
39773,39774,Globoplay,Sim,Promotor,17.75
39774,39775,Globoplay,Não,Promotor,25.41
39775,39776,Globoplay,Sim,Neutro,24.19
39776,39777,Globoplay,Não,Detrator,13.04
39777,39778,Disney,Sim,Promotor,12.92
39778,39779,MAX,Sim,Promotor,19.67
39779,39780,Prime,Sim,Promotor,28.45
39780,39781,MAX,Não,Neutro,13.17
39781,39782,Netflix,Não,Promotor,29.4
39782,39783,MAX,Não,Neutro,29.26
39783,39784,MAX,Sim,Promotor,19.05
39784,39785,Disney,Sim,Neutro,24.95
39785,39786,MAX,Não,Promotor,28.94
39786,39787,Disney,Não,Detrator,25.1
39787,39788,Disney,Sim,Promotor,26.99
39788,39789,Prime,Sim,Promotor,20.11
39789,39790,Globoplay,Não,Neutro,26.62
39790,39791,Netflix,Não,Detrator,27.74
39791,39792,Netflix,Sim,Promotor,22.24
39792,39793,MAX,Sim,Detrator,25.76
39793,39794,Prime,Não,Promotor,27.57
39794,39795,Disney,Não,Neutro,24.0
39795,39796,Prime,Não,Promotor,11.34
39796,39797,Globoplay,Não,Promotor,14.86
39797,39798,Netflix,Não,Promotor,23.37
39798,39799,Netflix,Não,Neutro,15.21
39799,39800,Prime,Não,Neutro,24.75
39800,39801,Netflix,Sim,Promotor,13.24
39801,39802,MAX,Não,Promotor,12.63
39802,39803,Netflix,Não,Neutro,20.87
39803,39804,Disney,Sim,Detrator,23.03
39804,39805,MAX,Não,Neutro,21.32
39805,39806,Netflix,Não,Promotor,23.63
39806,39807,Globoplay,Sim,Neutro,12.23
39807,39808,Prime,Não,Promotor,12.92
39808,39809,Netflix,Não,Promotor,21.37
39809,39810,Netflix,Sim,Detrator,23.25
39810,39811,Disney,Não,Promotor,17.65
39811,39812,MAX,Não,Neutro,26.01
39812,39813,Disney,Sim,Promotor,28.27
39813,39814,Netflix,Não,Detrator,23.71
39814,39815,Netflix,Não,Promotor,10.96
39815,39816,Prime,Não,Detrator,18.3
39816,39817,Prime,Sim,Detrator,17.56
39817,39818,Disney,Sim,Detrator,20.4
39818,39819,Netflix,Não,Promotor,17.82
39819,39820,Globoplay,Não,Detrator,15.78
39820,39821,Netflix,Não,Promotor,26.63
39821,39822,Globoplay,Não,Promotor,27.85
39822,39823,Prime,Não,Promotor,13.85
39823,39824,Globoplay,Não,Promotor,28.65
39824,39825,MAX,Sim,Detrator,17.38
39825,39826,MAX,Sim,Promotor,28.09
39826,39827,Netflix,Não,Promotor,22.16
39827,39828,MAX,Não,Promotor,16.51
39828,39829,Prime,Não,Promotor,25.44
39829,39830,Globoplay,Não,Detrator,14.42
39830,39831,Prime,Sim,Promotor,11.77
39831,39832,Prime,Não,Promotor,20.74
39832,39833,Prime,Não,Promotor,25.18
39833,39834,Globoplay,Não,Neutro,22.06
39834,39835,Disney,Não,Neutro,19.0
39835,39836,Prime,Sim,Promotor,21.19
39836,39837,Netflix,Não,Detrator,23.89
39837,39838,Globoplay,Não,Detrator,15.7
39838,39839,Disney,Sim,Neutro,29.69
39839,39840,MAX,Não,Detrator,23.15
39840,39841,Disney,Não,Neutro,14.89
39841,39842,Disney,Não,Neutro,18.23
39842,39843,MAX,Não,Neutro,18.4
39843,39844,Disney,Não,Detrator,21.78
39844,39845,Globoplay,Não,Detrator,26.77
39845,39846,MAX,Não,Detrator,20.91
39846,39847,MAX,Sim,Promotor,22.26
39847,39848,Globoplay,Não,Promotor,28.0
39848,39849,Prime,Não,Neutro,10.16
39849,39850,Disney,Sim,Neutro,29.71
39850,39851,Netflix,Sim,Promotor,17.41
39851,39852,Disney,Não,Promotor,21.51
39852,39853,Netflix,Não,Detrator,14.95
39853,39854,Netflix,Não,Detrator,18.49
39854,39855,Disney,Não,Neutro,29.83
39855,39856,Globoplay,Não,Promotor,29.72
39856,39857,Prime,Não,Promotor,18.61
39857,39858,Prime,Sim,Promotor,21.62
39858,39859,Netflix,Não,Promotor,23.74
39859,39860,Disney,Não,Detrator,27.27
39860,39861,MAX,Não,Neutro,27.7
39861,39862,Globoplay,Não,Neutro,24.65
39862,39863,Globoplay,Não,Promotor,13.28
39863,39864,Netflix,Não,Promotor,20.79
39864,39865,Disney,Não,Detrator,25.43
